algo,roc,time
RandomForestClassifier,0.9992538640392388,43.499855279922485
XGBClassifier,0.9995315649992416,412.6705763339996
PerpendicularClassificationTree,0.9813620338338744,324.70016503334045
DecisionTreeClassifier,0.936228280320404,13.137121438980104
LGBMClassifier,0.9996648272093585,59.58901238441467
